ID	unicode	uni_char	norm_unicode	norm_uni_char	composition	norm_big5_char	moe_variant_id
CB00509	2771F	𧜟			[商/衣]	裔	a03727-003
CB00510					[國*瓜]		
CB00511	871D	蜝			[基-土+虫]	蜞	b04289-001
CB00512	893A	褺			[執/衣]		a03751-011
CB00513	750E	甎			[專*瓦]		a02864-001
CB00514	5393	厓			[崖-山]		a01126-001
CB00515	788D	碍			[得-彳+石]	礙	a02872-002
CB00516	9F08	鼈			[敝/黽]	鱉	a04707-001
CB00517	615C	慜			[敏/心]		b01149-012_1,c03901
CB00518	6159	慙			[斬/心]	慚	a01422-001
CB00519	5010	倐			[條-木+火]	倏	a00216-001
CB00520	758E	疎			[疏-(梳-木)+束]	疏	a02658-002
CB00521	8A67	詧			[祭-示+言]		a01050-001,c13255-001
CB00522					[莽-廾+皿]	蓋	a03541-024
CB00523	87C7	蟇			[莫/虫]	蟆	a03675-002
CB00525	88D3	裓			[袖-由+戒]		c12679
CB00526	8975	襵			[袖-由+聶]		c12832
CB00527	284CD	𨓍			[這-言+(序-予+手)]		a01212-005,c14406,b03883-001_1
CB00528	8FF9	迹			[這-言+亦]	跡	a04012-003
CB00529	9008	逈			[這-言+向]	迥	a04124-003
CB00530	9039	逹			[這-言+幸]	達	a04161-005
CB00531	9037	逷			[這-言+易]	逖	a04149-001
CB00532	9061	遡			[這-言+朔]	溯	a02278-002,b02066-001
CB00533			27039	𧀹	[這-言+蔗]	蔗	a03547-003
CB00534	906C	遬			[這-言+欶]	速	a04141-003
CB00535	7AF8	竸			[竟*竟]	競	a02983-003
CB00536	9C53	鱓			[魚*單]	鱔	a04711-002
CB00537	9C7B	鱻			[魚/(魚*魚)]		a04695-001,n00030
CB00538	9E9E	麞			[鹿/章]	獐	a02538-001
CB00539	2A37F	𪍿			[麥*廣]		c17973-001
CB00540	6199	憙			[喜/心]		a00628-002,n00040
CB00541	8827	蠧			[壹-豆+(石/(虫*虫))]	蠹	a03696-003
CB00542	3F44	㽄			[斯/瓦]		c07682
CB00543	2D8DC	𭣜			[棠*支]		
CB00544	6BFA	毺			[毯-炎+俞]	毹	b01988-001
CB00545	6BF1	毱			[毯-炎+匊]	鞠	c05994
CB00546	9866	顦			[焦*頁]	憔	a01441-001
CB00547	28150	𨅐			[無/足]		c13968-001
CB00548	24CD6	𤳖			[番*去]		a02651-007
CB00549	98DC	飜			[番*飛]	翻	a03249-002
CB00550	230C6	𣃆			[登*斤]	斲	b01500-005
CB00551			7ABB	窻	[窗/心]	窗	a02964-006
CB00552	7B6F	筯			[筋-肋+助]	箸	b03216-001
CB00553			8103	脃	[絕-糸+月]	脆	a03325-007
CB00554	6231	戱			[虛*戈]	戲	a01484-002
CB00555	7771	睱			[暇-日+目]	暇	a01814-005,c08415
CB00556	53DA	叚			[暇-日]		a00203-031
CB00557	6E13	渓			[浮-子+夫]	溪	a02296-005
CB00558	78AF	碯			[瑙-王+石]	瑙	a02591-002
CB00559	7F82	羂			[罩-卓+絹]	罥	b03514-002
CB00560	811A	脚			[腳-谷+去]	腳	a03350-001
CB00561	53F7	号			[號-虎]	號	a03612-001
CB00562	47FD	䟽			[跳-兆+(梳-木)]	疏	a02658-001
CB00563	8E70	蹰			[跳-兆+(厂@(豆*寸))]	躕	b04970-003
CB00564	8DC9	跉			[跳-兆+令]		n00202
CB00565	8E08	踈			[跳-兆+束]	疏	a02658-003
CB00566	4812	䠒			[跍*月]		c14000
CB00567			28114	𨄔	[跳-兆+專]		c11006-001
CB00568	28108	𨄈			[跳-兆+梁]		c14039
CB00569	8E79	蹹			[跳-兆+翕]		a04024-003
CB00570	8E83	躃			[跳-兆+辟]	躄	b04968-001
CB00571					[跳-兆+尃]		
CB00572	5675	噵			[道/口]	道	a04159-001
CB00573	751E	甞			[嘗-旨+甘]	嘗	a00664-001
CB00574	2713C	𧄼			[夢-夕+登]		c12114
CB00575	21AF8	𡫸			[寧*吉]		
CB00576	29573	𩕳			[寧*頁]		c16240
CB00577	6585	斅			[敲-高+學]		a01001-005,a01726-005
CB00578	3CEC	㳬			[漩-方]	漩	a02302-001
CB00579	3D71	㵱			[漂*寸]	漂	a02307-003
CB00580	58CD	壍			[漸/土]	塹	a00809-002
CB00581	89BC	覼			[爾*見]	覶	b04601-002
CB00582	8462	葢			[蓋-去+太]	蓋	a03541-004
CB00583	98C3	飃			[颱-台+票]	飄	a04579-001
CB00584			98B0	颰	[颱-台+犮]		c16282,c16276-001
CB00585	98C8	飈			[颱-台+焱]	飆	b05717-006
CB00587	9F45	齅			[鼻*臭]	嗅	a00658-002
CB00588	5872	塲			[殤-歹+土]	場	a00788-002
CB00589	3D4E	㵎			[澗-日+月]	澗	a02340-002
CB00590	246B2	𤚲			[穀-禾+牛]		c07099-001
CB00591	7CD3	糓			[穀-禾+米]	穀	
CB00592	3C89	㲉			[穀-禾+卵]		c05923
CB00593	27602	𧘂			[衝-重+童]	衝	a03705-003
CB00594	7AEA	竪			[豎-豆+立]	豎	a03909-001
CB00595			9EA8	麨	[麩-夫+少]		c17920
CB00596			4D35	䴵	[麩-夫+并]	餅	a04594-007
CB00597			4D43	䵃	[麩-夫+黃]		c17973
CB00598	9F5A	齚			[齒*乍]	齰	b06319-002
CB00599	9F69	齩			[齒*交]	咬	a00563-003
CB00600	2A628	𪘨			[齒*來]		c18299-003
CB00601	2A641	𪙁			[齒*查]		n00098-002
CB00602	2A649	𪙉			[齒*差]	齹	b06328-004
CB00603	4DA7	䶧			[齒*堯]	咬	a00563-004
CB00604	4DA9	䶩			[齒*齊]		c18345
CB00605	58C3	壃			[彊-弓+土]	疆	a02655-001
CB00606	757A	畺			[彊-弓]	疆	a02655-002
CB00607	22BEF	𢯯			[據-豕+巾]	搋	b01384-001
CB00608	4275	䉵			[篡-ㄙ+食]	饌	b05756-004
CB00610	8602	蘂			[蕊/木]	蕊	a03561-001
CB00611	2711C	𧄜			[蕊/糸]	蕊	a03561-004
CB00612	6F81	澁			[澀-(刃*刃)+止]	澀	a02360-005
CB00613	6B70	歰			[澀-(泳-永)]	澀	a02360-002
CB00614	6B1D	欝			[爵-(采-木)+(樊-大)]	鬱	a04681-001
CB00616	7255	牕			[聰-耳+片]	窗	a02964-025
CB00617	8616	蘖			[薛/木]	櫱	b01897-008
CB00618			96B7	隷	[隸-木+土]	隸	
CB00619	96B7	隷			[隸-木+士]	隸	a04448-002_1
CB00620	2A5C7	𪗇			[齋-示+(二/月)]	臍	a03377-004
CB00621	9E1C	鸜			[瞿*鳥]	鴝	b06060-003
CB00622	7796	瞖			[醫-酉+目]		c08503
CB00623	27AE6	𧫦			[醫-酉+言]		c13264
CB00624			7C68	籨	[簽*欠]	奩	
CB00625	64E5	擥			[覽-見+手]	攬	a01714-002
CB00626	3CB2	㲲			[疊*毛]		c06045
CB00628	81B8	膸			[髓-骨+月]		a04665-017_2,c11116,c11157-001
CB00629			8B4D	譍	[(應-心)/言]	應	
CB00630	51FE	凾			[凵@(口*了*又)]	函	a00327-001
CB00631	51F7	凷			[凵@土]	塊	a00802-001
CB00632	3538	㔸			[匚@虒]		c00865
CB00633	5333	匳			[匚@僉]	奩	a00875-002
CB00634	53A8	厨			[厂@(豆*寸)]	廚	a01227-001
CB00635					[厂@禾]		
CB00636	5ED0	廐			[序-予+既]	廄	b00972-003
CB00638					[囗@ㄨ]		a00724-007
CB00639	56E6	囦			[囗@水]	淵	a02234-002
CB00640	211EA	𡇪			[囗@告]	窖	a02965-001
CB00641	2250C	𢔌			[彳*卑]	俾	a00197-002
CB00642	5FA7	徧			[彳*扁]	遍	a04168-001
CB00643	9D46	鵆			[彳*鳥*亍]		
CB00644	7081	炁			[烈-列+旡]	氣	a02115-003
CB00645	23C66	𣱦			[气@盆]	氛	a02113-001
CB00646	7240	牀			[爿*木]	床	a01203-001
CB00647			76CB	盋	[犮/皿]	缽	a03198-001
CB00648	5188	冈			[网-ㄨ]		a01107-012,a03203-008,b03505-010,a00501-002
CB00649			8987	覇	[襾/(革*月)]	霸	a04491-009
CB00650			8989	覉	[襾/(革*奇)]	羈	a03214-009
CB00651			898A	覊	[襾/(革*馬)]	羈	a03214-010
CB00653	21186	𡆆			[咑-丁+羅]		c01560
CB00654	238CB	𣣋			[夌*欠]		c05689
CB00655	76B7	皷			[壴*皮]	鼓	a04786-001
CB00656	2D58F	𭖏			[峚-大+(企-止)]		
CB00657	45CD	䗍			[彖/虫]	蠡	a03692-002
CB00658	70EA	烪			[栚-木+火]		
CB00659	5173	关			[栚-木]		a02989-001,a04398-022
CB00660	9AE0	髠			[髟/几]	髡	b05884-003
CB00661	29B64	𩭤			[髟/公/心]		c16968-001
CB00662	9AF4	髴			[髟/弗]		n00012-004
CB00663	9B00	鬀			[髟/弟]	剃	a00353-001
CB00664	29B53	𩭓			[髟/酉]		c16960-001
CB00665	60FD	惽			[惛-氏+民]	惛	b01129-001
CB00666	6B58	歘			[焱*欠]	欻	b01921-001
CB00667			7F65	罥	[罥-口+ㄙ]	罥	b03514-005
CB00668	80EE	胮			[舽-舟+月]		c10911
CB00669	5292	劒			[僉*刃]	劍	a00377-004
CB00670	23AAC	𣪬			[穀-(一/禾)+牛]		c05914
CB00671	3DC0	㷀			[煢-(冗-几)]	煢	b02414-004
CB00672	8276	艶			[豊*色]	豔	a03911-006
CB00673	6936	椶			[稯-禾+木]	棕	a01953-002
CB00674	9E0E	鸎			[賏/鳥]	鶯	a04739-003
CB00675	7758	睘			[圜-囗]	瞏	b02904-001
CB00676	712D	焭			[橩-木]		b02414-005
CB00677	8B90	讐			[雔/言]	讎	b04761-004
CB00678	764E	癎			[癇-月+日]	癇	b02803-004
CB00679	7DF5	緵			[繌-囟+凶]		b03452
CB00680	9441	鑁			[鍐-凶+(鬯-匕)]	鍐	b05401-003
CB00681	299B2	𩦲			[騣-凶+(鬯-匕)]	騣	b05827-004
CB00682	27191	𧆑			[藿-隹+雔]		b04159-001,n00229
CB00683	8E6E	蹮			[躚-(這-言)]	躚	b04972-010
CB00684	2A171	𪅱			[(尸@禹)*鳥]	鸀	b06192-002
CB00685	4421	䐡			[〦/(刀*ㄚ*(留-刀-田))/肉]	臍	a03377-001
CB00686	8355	荕			[卄/肋]	筋	a03004-008_1
CB00687	26F2E	𦼮			[卄/幹]		c11988-001
CB00688	2109C	𡂜			[口*((啜-口)/酉)]		c01509
CB00689	20BCB	𠯋			[口*兮]		c01042
CB00690	2D22A	𭈪			[口*陀]		
CB00691	56C7	囇			[口*麗]		c01525-001
CB00692			3648	㙈	[土*虎]		b03499-023_2
CB00693	586A	塪			[土*舀]	埳	b00547-001
CB00694	5860	塠			[土*追]		a00778-004
CB00695	213DA	𡏚			[土*虒]		
CB00696	7188	熈			[烈-列+((厂-一)*臣*巳)]	熙	a02432-002
CB00697	8994	覔			[不/見]	覓	a03767-001
CB00698	2667D	𦙽			[月*冊]		c10881
CB00699			267B2	𦞲	[月*蚩]		c11043
CB00700					[榳-廷+(崋-山+田)]		
CB00701	3B4A	㭊			[木*片]	析	a01887-003
CB00702	6A8A	檊			[木*幹]		c05461
CB00703	3DEE	㷮			[火*曹]		c06823
CB00704	70F1	烱			[火*冏]		a02398-001,n00126
CB00705	22B8E	𢮎			[打-丁+虎]		b01384-005,c04274,a01656-008
CB00706			637A	捺	[打-丁+柰]	捺	b01316-001
CB00708	25190	𥆐			[目*吾]		c08496-002
CB00709					[目*(嵐-几)]	眵	
CB00710	77C3	矃			[目*寧]		c08545
CB00711	7A45	穅			[禾*康]	糠	a03071-001
CB00712	258B6	𥢶			[禾*會]		c09226
CB00713	25A31	𥨱			[穴/耦]	竊	a02976-006
CB00714	4AC2	䫂			[多*頁]		c16126
CB00716	3762	㝢			[宋-木+禹]	宇	a01006-004
CB00717	8AB7	誷			[言*罔]		c13169
CB00718	27E5E	𧹞			[赤*皮]	赧	a03985-004
CB00719	25BE4	𥯤			[竺-二+韋]		c09658
CB00720	28964	𨥤			[金*予]	舒	a03405-003
CB00721	920B	鈋			[金*化]		c14871
CB00722	999A	馚			[香*分]		a03440-011
CB00723	7655	癕			[病-丙+雍]	癰	b02813-002
CB00724	2DF93	𭾓			[益*曷]		
CB00726	596C	奬			[將/大]	獎	a02539-004
CB00727	38A1	㢡			[將/廾]	獎	a02539-014
CB00728	4632	䘲			[袖-由+(梫-木)]		
CB00729	8FC0	迀			[這-言+干]		c14353
CB00730	264A1	𦒡			[睪*羽]	翱	a03245-005
CB00731					[睽-天+矢]		
CB00732	295FA	𩗺			[颱-台+易]		
CB00733	27643	𧙃			[褒-保+可]		c12625
CB00734	471D	䜝			[繼-糸+言]		
CB00735	5FA4	徤			[彳*建]	健	a00208-001
CB00736	6061	恡			[悕-巾+ㄙ]	吝	a00514-007
CB00737	2D405	𭐅			[堇*免]		
CB00738	2E812	𮠒			[鄺-黃+黑]		
CB00739	7ABC	窼			[穴/巢]		a02967-001
CB00740	2E7E9	𮟩			[這-言+囉]		
CB00741	7AC2	竂			[寮-(宋-木)+穴]	寮	a01051-001
CB00742					[王*((禾*ㄉ)/木)]	璃	a02600-003
CB00743	68CA	棊			[其/木]	棋	a01966-001
CB00744					[彳*惠]		
CB00745	2DBEC	𭯬			[(〦/賏)*毛]		
CB00746					[(ㄇ@人)/卓]	罩	a03206-012
CB00747					[肄-聿+余]		
CB00748	59E7	姧			[(女/女)*干]	奸	a00881-001
CB00749					[(尸@(非/蜀))*斤]		b01908-003,b05478-002
CB00750	2D12A	𭄪			[(台/十)*力]		
CB00751					[(穀-(一/禾)+米)/會]		
CB00752	26FA8	𦾨			[卄/(阿-可+辛)/女]		a01003-004
CB00753	26F46	𦽆			[卄/(阿-可+辛)/子]	孽	a01003-003
CB00754					[卄/(阿-可+辛)/木]	櫱	
CB00755					[卄/(跳-兆+束)]	蔬	a03551-004_1
CB00756	44B5	䒵			[卄/好]		c11502
CB00757	83BE	莾			[卄/奔]	莽	a03485-002
CB00758	44D1	䓑			[卄/汧]		a03498-002
CB00759	2D352	𭍒			[口*(曰/羅)]		
CB00760	20DD1	𠷑			[口*癹]		c01296
CB00761	20BC6	𠯆			[口*女]		
CB00762	3592	㖒			[口*弟]		a00623-001
CB00763	20E81	𠺁			[口*弱]		
CB00764	35DB	㗛			[口*笑]	笑	a02989-005
CB00765	20F2C	𠼬			[口*商]		
CB00766	35E3	㗣			[口*帶]	嚏	a00707-004
CB00767	3603	㘃			[口*惹]	喏	b00376-004
CB00768	21060	𡁠			[口*爾]		b00376-005
CB00769	569F	嚟			[口*黎]		c01516
CB00770	210E4	𡃤			[口*賴]		c18412-001
CB00771	3615	㘕			[口*藍]		c01482-001
CB00772	56D5	囕			[口*覽]		
CB00774	2D398	𭎘			[土*缶]		
CB00775	59D9	姙			[女*任]	妊	a00897-004
CB00776	37CF	㟏			[山*含]		c02795
CB00777	5CE9	峩			[山/我]	峨	a01118-002
CB00778	2D5CF	𭗏			[山/密]		
CB00779	2D63C	𭘼			[巾*((ㄇ@人)/登)]		
CB00780	3C20	㰠			[亢*欠]		c05634
CB00782	201FA	𠇺			[仁-二+甲]	狎	a02512-001
CB00783	2024C	𠉌			[仁-二+肙]		
CB00784	5FE9	忩			[公/心]	匆	a00409-003
CB00785	2680A	𦠊			[月*(止/(止*止))]	腦	a03354-005
CB00786	80D2	胒			[月*尼]		a03366-007
CB00787	26769	𦝩			[月*胃]	胃	a03311-009
CB00788					[月*匋]		
CB00790	68ED	棭			[木*夜]		a01589-003
CB00791	2DB86	𭮆			[歹*占]		
CB00792	712C	焬			[火*易]		c06741-001,c06749
CB00793					[王*眾]		
CB00794					[乏-之+犮]	夭	a00852-002
CB00795	22A9B	𢪛			[打-丁+(改-己)]		a02492-006
CB00796	22A94	𢪔			[打-丁+互]	抵	a01544-002
CB00797	62C5	担			[打-丁+旦]		a01688-001
CB00798	39D7	㧗			[打-丁+此]		b01262-002
CB00799	2AFBC	𪾼			[目*壹]		
CB00800	2537D	𥍽			[矛*重]		c08616
CB00801					[石*(式-工+口)]		
CB00802	2575F	𥝟			[禾*土]		
CB00803	4176	䅶			[禾*辱]	耨	b03598-001
CB00804	51B3	决			[冰-水+夬]	決	a02145-001
CB00805	246A5	𤚥			[牟*含]		
CB00806					[糸*(占-口+乙)]	紇	a03086-002
CB00808	268F1	𦣱			[臣*責]	賾	
CB00809	27313	𧌓			[虫*阜]	蛗	b04265-001
CB00810	27387	𧎇			[虫*蚤]		
CB00811	27493	𧒓			[虫*瑟]		a03680-001,b04220-001
CB00812	2A450	𪑐			[尾*黑]		
CB00813	8B6E	譮			[言*會]		a03824-002
CB00814	2E6A4	𮚤			[貝*番]		
CB00815	2E6AA	𮚪			[貝*賓]		
CB00816	8EB0	躰			[身*本]	體	a04666-002
CB00818	24FFA	𤿺			[其*皮]		
CB00819					[怡-台+(日/工)]		
CB00820	5FD3	忓			[怡-台+干]		c03604
CB00821	3907	㤇			[怡-台+夭]	懊	a01450-001
CB00822	61DC	懜			[怡-台+夢]		a01459-003,c03972
CB00823	6ED9	滙			[泳-永+(匚@隹)]	匯	a00423-001
CB00824	6E4F	湏			[泳-永+頁]		a04541-002
CB00825	24077	𤁷			[泳-永+適]	滴	a02301-002
CB00826	2E147	𮅇			[竺-二+戍]		
CB00827	7151	煑			[者/火]	煮	a02418-014
CB00828	28AFC	𨫼			[金*敖]	鏊	b05437-003
CB00829	2E922	𮤢			[門@(圭*艮)]		
CB00830	28DC2	𨷂			[門@報]	闕	b05508-003
CB00831	28E99	𨺙			[阿-可+兒]		
CB00832	4A31	䨱			[雨/復]	覆	a03765-006,c15664
CB00833	20199	𠆙			[亭*夜]		
CB00834					[烈-列+(里*吉)]	黠	a04779-002
CB00835	2DF2A	𭼪			[病-丙+((日/月)*戈)]		
CB00836			2DF1A	𭼚	[病-丙+(匆/心)]		
CB00837	24E31	𤸱			[病-丙+盍]		c07972
CB00838	24E6A	𤹪			[病-丙+區]		b02750-001,b00146-003
CB00839	9AD7	髗			[骨*盧]	顱	a04571-001
CB00840	29C16	𩰖			[鬥@(豆*斤)]	鬥	a04678-006
CB00841	4820	䠠			[帶/足]		b04952-001,a04142-005,b04907-001,n00225
CB00842	8967	襧			[袖-由+爾]		c12798-002
CB00843	2E7A7	𮞧			[這-言+((美-王-大)/(尸@巾))]		
CB00844			8FE2	迢	[這-言+((美-王-大)/口)]	迢	a04122-002
CB00845					[這-言+(血/(豕-一))]		c18461-001,a04182-068
CB00846	3CAA	㲪			[登*毛]		c06021
CB00847	23C05	𣰅			[翕*毛]	毾	b01989-005
CB00848	2A3ED	𪏭			[黍-禾+利]	黎	a04769-027_3
CB00849			47E6	䟦	[跳-兆+(乏-之+(犮-、))]	跋	
CB00850	27FFD	𧿽			[跳-兆+叵]		c13895
CB00851	2805F	𨁟			[跳-兆+我]		
CB00852	28075	𨁵			[跳-兆+府]	跗	b04882-002
CB00853	2D51E	𭔞			[寧*也]		
CB00854	2D50F	𭔏			[寤-吾+告]		
CB00855	209D2	𠧒			[占-口+乙]	乞	a00041-001
CB00857					[糝-(彰-章)+(恭-共)]	糝	b03320-013
CB00858	2D4AF	𭒯			[薜/女]	孽	a01003-017
CB00859	3738	㜸			[薛/女]	孽	a01003-001
CB00860	880E	蠎			[蟒-廾+卉]	蟒	a03674-001
CB00861	2E4C3	𮓃			[薩/女]		
CB00862			747F	瑿	[醫-酉+王]	瑿	b02661-006
CB00863	2E2FA	𮋺			[醫-酉+耳]		
CB00865			25661	𥙡	[旃-方+示]		
CB00866	23ACD	𣫍			[僉*殳]	歛	b01935-001
CB00867					[蜎-口+曰]	蝐	b04332-001
CB00868	262FA	𦋺			[罽-厂]	罽	b03528-007
CB00870	26F10	𦼐			[卄/焱]		c11887-001
CB00871	3BCF	㯏			[聲-耳+木]		a04618-003
CB00872					[(改-己+牙)/(厂@万)]		
CB00873					[(改-己+牙)/力]		
CB00874	6205	戅			[(章*貢)/心]	戇	b01229-002
CB00875	44AB	䒫			[卄/代]		c11456
CB00876	8534	蔴			[卄/麻]	麻	a04764-006
CB00877	26FD4	𦿔			[卄/弊]	蔽	a03548-001
CB00878	860D	蘍			[卄/勳]	薰	a03584-001
CB00879	26FC1	𦿁			[卄/稫]		b03942-005,c12007
CB00880	20C9C	𠲜			[口*爭]		
CB00881	2D2B7	𭊷			[口*御]	啣	
CB00882	21031	𡀱			[口*號]		
CB00883	372E	㜮			[女*監]		c02386
CB00884	5989	妉			[女*冘]		c02207-002
CB00885	59AD	妭			[女*犮]		c02043
CB00886	536D	卭			[工*ㄗ]		b05111-001,b00275-002
CB00888	6A12	樒			[木*密]	榓	c05280-001
CB00889	3ED4	㻔			[王*垂]		c07460
CB00890	2D8CB	𭣋			[打-丁+親]		
CB00891	40CD	䃍			[石*(隊-(阿-可))]	墜	a00815-001
CB00892	415C	䅜			[禾*垂]		c09124
CB00893	7A38	稸			[禾*畜]	蓄	a03536-001
CB00894	7A6A	穪			[禾*爾]	稱	a02937-002_1
CB00895	259CC	𥧌			[穴/(爿*未)]	寐	a01041-001
CB00896	259DD	𥧝			[穴/悟]	寤	c09373-001
CB00897					[穴/視]	窺	a02972-003
CB00898					[糸*筵]		
CB00899	27352	𧍒			[虫*耑]		c12370
CB00900	23FD6	𣿖			[利-禾+漂]	漂	a02307-002
CB00901	376F	㝯			[宋-木+喬]		a00243-008,c02533
CB00902	22282	𢊂			[序-予+(青-月+回)]	廧	b00990-001
CB00903					[改-己+斥]		
CB00904	3A8D	㪍			[改-己+孛]	勃	a00390-003
CB00905	4C3B	䰻			[改-己+魚]	漁	a02322-004
CB00906					[每*殳]	敏	a01729-003,a01729-016
CB00907	3E68	㹨			[狂-王+由]	狖	b02507-006
CB00908	272E0	𧋠			[豕/虫]	蠡	a03692-006
CB00909	27D2B	𧴫			[貝*寸]	得	a01291-004
CB00911	38FF	㣿			[怡-台+勺]		c03613
CB00912	6007	怇			[怡-台+巨]		c03636
CB00913					[怡-台+罕]		
CB00914	397D	㥽			[怡-台+責]		c03877
CB00915	61A3	憣			[怡-台+番]		c03924
CB00916	23C7D	𣱽			[泳-永+乃]		
CB00917	6CA0	沠			[泳-永+爪]	派	a02196-004
CB00918	7F97	羗			[羌-儿+(鬼-(白-日+田))]		a03216-006,b03533-004
CB00919	28A74	𨩴			[金*穿]		
CB00920	24D28	𤴨			[病-丙+又]		b02742-005,b02754-001,c16076-003,c07808
CB00921					[病-丙+漏]		
CB00922	47AF	䞯			[起-巳+孚]		a03990-015,c00389-001,c13752
CB00924					[袖-由+王]	衽	
CB00925	284AC	𨒬			[這-言+至]		a01289-014,c14396
CB00926	29F9C	𩾜			[鳥/力]		c17480-001
CB00927	2A426	𪐦			[黑*亢]		c18063-001
CB00928	85C1	藁			[蒿/木]		a01992-002,a02938-003
CB00929	5E5E	幞			[噗-口+巾]	襆	b04562-001
CB00930	29C90	𩲐			[魅-未+勿]	魅	a04686-013
CB00931			2A37F	𪍿	[麩-夫+廣]		c17973-002
CB00932	25816	𥠖			[黎-(暴-(日/共))+(恭-共)]	黎	a04769-025
CB00933	3669	㙩			[嘹-口+土]		c01822
CB00934	8480	蒀			[草-十+皿]		c11769-002
CB00935					[凵@(缶-午+千)]		
CB00936					[豸*冗]		
CB00937	8C87	貇			[豸*艮]		a03925-014,a01453-011,b04785-006,c13509
CB00938	8C8E	貎			[豸*兒]	猊	b02537-001
CB00939	22CB9	𢲹			[撘-合+台]	笞	a02996-001
CB00941	2D2B4	𭊴			[口*(自/死)]	嗅	a00658-004
CB00942	3611	㘑			[口*(隸-木+士)]		c01525
CB00943	35E5	㗥			[口*郭]		c01409
CB00944	210A1	𡂡			[口*數]		a00661-008,c01513
CB00945	573F	圿			[土*介]		c01622
CB00946	2129F	𡊟			[土*目]		
CB00947					[土*崖]		
CB00948					[女*(乖-千+乇)]	姚	a00922-008
CB00949	217A2	𡞢			[女*剋]		c02209
CB00950	2D63B	𭘻			[巾*((宋-木)/登)]	幀	
CB00951	2043B	𠐻			[仁-二+蹇]		c00355
CB00952	22A58	𢩘			[戶@盍]		c04093
CB00953					[日/目]		
CB00955	80A8	肨			[月*丰]		c10851
CB00956	26729	𦜩			[月*忽]	腦	a03354-015
CB00957	249DA	𤧚			[王*(匆/心)]	璁	b02658-003
CB00958	73BD	玽			[王*句]		c07399
CB00959	2636C	𦍬			[古/羊]	辜	a04102-013
CB00960					[捺-示+干]		
CB00961	22BBF	𢮿			[打-丁+乖]		
CB00962					[抾-ㄙ+(乏-之+(衣-〦))]		
CB00963	22C4D	𢱍			[打-丁+勉]	挽	
CB00965	408C	䂌			[矛*童]		c08616-001
CB00966			2562B	𥘫	[示*可]		c08949-001
CB00967	7AB9	窹			[穴/(爿*吾)]		a01049-003,c09373
CB00968					[成/心]		
CB00969	2DDEA	𭷪			[牟*合]		
CB00970	3AB6	㪶			[百*斗]	斛	b01493-001
CB00971	7CFC	糼			[糸*力]		a00381-003,a01198-003
CB00972					[自/幸]	罪	n00033-003,a03207-008
CB00973	2E50B	𮔋			[虫*(打-丁+片)]		
CB00974	5B82	宂			[宋-木+几]		a00303-003
CB00975	24754	𤝔			[狂-王+付]		c10565-001,a03919-009
CB00976					[角*升]	斛	b01493-005
CB00977	8AD0	諐			[侃/言]	愆	b01150-008
CB00978					[怡-台+(卄/(ㄇ@人)/戍)]		
CB00979	27905	𧤅			[或/角]	觱	b04622-001
CB00980	8657	虗			[虎-儿+丘]	虛	a03609-002
CB00981	2E91F	𮤟			[門@(豆*斤)]		
CB00982	3F75	㽵			[病-丙+土]	莊	a03488-001
CB00983	24EC0	𤻀			[病-丙+歲]		a02950-018_3,c08039
CB00984	20895	𠢕			[敖/力]		c00763-001
CB00985	2039D	𠎝			[億-音+(夫*夫)]	愆	b01150-029
CB00987	93D3	鏓			[總-糸+金]		c15099-003,c15099
CB00988					[聲-耳+會]		
CB00992	90C4	郄			[郗-巾+ㄙ]		b05148-003
CB00993	29B0A	𩬊			[髟/火]	髮	a04669-010
CB00995	26872	𦡲			[月*寧]		c11130
CB00996	3BBF	㮿			[木*畢]		c05370
CB00997	42C8	䋈			[奴/糸]		b04504-002,c10210
CB00998	26548	𦕈			[耳*少]		b02851-004
CB00999	72E5	狥			[狂-王+旬]	徇	a01286-004
CB01000	24F19	𤼙			[病-丙+(戀-心)]	癵	b02814-002
CB01001					[〦/(刀*了*(留-刀-田))/肉]	臍	
CB01002	3775	㝵			[得-彳]		a01291-020,a02872-008_1,c02559
CB01003	55DE	嗞			[磁-石+口]		c01269
CB01004					[齋-示+支]		
CB01005	517E	兾			[((美-王)-大)/異]	冀	
CB01006	59E2	姢			[娟-口+ㄙ]	娟	a00929-001
CB01007			26BE7	𦯧	[葉-世+ㄊ]	葉	a03525-004
CB01008					[(暇-日)-(己-(乳-孚))+几]	段	a02089-010
CB01009					[(匕/禾)*(企-止+米)]		
CB01010	26B7D	𦭽			[卄/伊]	芛	b03800-001
CB01011					[卄/毘]	蓖	b04004-007
CB01012	26D87	𦶇			[卄/毦]		c11753
CB01013	2D1F0	𭇰			[口*((局-口+、)/一)]		
CB01014	2D32D	𭌭			[口*(仁-二+質)]		
CB01015					[口*(甚-其+庚)]		
CB01016	2D2CA	𭋊			[口*(罩-卓+(口/田))]		
CB01017	20C8E	𠲎			[口*伐]		a00535-003,c01132
CB01018	54CA	哊			[口*有]		a00585-001,c01112
CB01019	5590	喐			[口*郁]		c01339-002,c01292
CB01020	2D27E	𭉾			[口*專]		
CB01021	20EEC	𠻬			[口*荼]		c01393
CB01022	5622	嘢			[口*野]		
CB01023	35F1	㗱			[口*集]		c01434
CB01024	56C4	囄			[口*離]		
CB01025	210E7	𡃧			[口*歔]		c01527
CB01026			2126C	𡉬	[土*(系-小)]	坻	b00513-003
CB01027	201B5	𠆵			[仁-二+兮]		c00097
